dataset,column,display_name,category,role,split_type,split_value,data_type,unit,definition
picks_offense,screener_assist_opportunity_vs_switch,Screener - Assist Opportunities (vs Switch),Playmaking,Screener,Defensive coverage,vs Switch,integer,events,"Passes out of the pick that created a shot attempt for a teammate, whether or not the shot went in, where the player was the player setting the on-ball screen, restricted to picks where the two defenders switch assignments on the screen."
picks_offense,screener_shot_taken_vs_switch,Screener - Picks Ending in a Shot (vs Switch),Outcome,Screener,Defensive coverage,vs Switch,integer,events,"Picks that ended with a shot attempt by the player himself as the player setting the on-ball screen, restricted to picks where the two defenders switch assignments on the screen."
picks_offense,screener_only_pass_pick_vs_switch,Screener - Pass-Only Picks (vs Switch),Outcome,Screener,Defensive coverage,vs Switch,integer,events,"Picks where the player as the player setting the on-ball screen only passed the ball out of the action, restricted to picks where the two defenders switch assignments on the screen, without shooting or turning it over."
picks_offense,screener_no_outcome_pick_vs_switch,Screener - No-Outcome Picks (vs Switch),Outcome,Screener,Defensive coverage,vs Switch,integer,events,"Picks that produced no direct outcome (no shot, pass, turnover or foul attributable to the action) where the player was the player setting the on-ball screen, restricted to picks where the two defenders switch assignments on the screen. Note: this column is 0 for every player in this release."
picks_offense,screener_assist_2pt_vs_switch,Screener - Assists to 2PT (vs Switch),Playmaking,Screener,Defensive coverage,vs Switch,integer,events,"Assists leading to a made two-pointer out of picks where the player was the player setting the on-ball screen, restricted to picks where the two defenders switch assignments on the screen."
picks_offense,screener_assist_3pt_vs_switch,Screener - Assists to 3PT (vs Switch),Playmaking,Screener,Defensive coverage,vs Switch,integer,events,"Assists leading to a made three-pointer out of picks where the player was the player setting the on-ball screen, restricted to picks where the two defenders switch assignments on the screen."
picks_offense,screener_picks_vs_blitz,Screener - Picks (vs Blitz),Volume,Screener,Defensive coverage,vs Blitz,integer,events,"Number of on-ball screens the player was involved in as the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_points_vs_blitz,Screener - Points (vs Blitz),Scoring,Screener,Defensive coverage,vs Blitz,integer,points,"Points generated by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball): his own field goal points plus free throws made plus the points scored by teammates on his assists out of the action. Verified: handler_points = 2*score_2pt + 3*score_3pt + ft_mades_in_pick + 2*assist_2pt + 3*assist_3pt."
picks_offense,screener_score_vs_blitz,Screener - Made Shots (vs Blitz),Scoring,Screener,Defensive coverage,vs Blitz,integer,events,"Number of made field goals by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_miss_vs_blitz,Screener - Missed Shots (vs Blitz),Scoring,Screener,Defensive coverage,vs Blitz,integer,events,"Number of missed field goals by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_score_2pt_vs_blitz,Screener - Made 2PT (vs Blitz),Scoring,Screener,Defensive coverage,vs Blitz,integer,events,"Made two-point field goals out of picks where the player was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_score_3pt_vs_blitz,Screener - Made 3PT (vs Blitz),Scoring,Screener,Defensive coverage,vs Blitz,integer,events,"Made three-point field goals out of picks where the player was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_miss_2pt_vs_blitz,Screener - Missed 2PT (vs Blitz),Scoring,Screener,Defensive coverage,vs Blitz,integer,events,"Missed two-point field goals out of picks where the player was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_miss_3pt_vs_blitz,Screener - Missed 3PT (vs Blitz),Scoring,Screener,Defensive coverage,vs Blitz,integer,events,"Missed three-point field goals out of picks where the player was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_assist_vs_blitz,Screener - Assists (vs Blitz),Playmaking,Screener,Defensive coverage,vs Blitz,integer,events,"Assists delivered by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_turnover_vs_blitz,Screener - Turnovers (vs Blitz),Outcome,Screener,Defensive coverage,vs Blitz,integer,events,"Turnovers committed by the player on picks where he was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_foul_vs_blitz,Screener - Fouls Drawn (vs Blitz),Outcome,Screener,Defensive coverage,vs Blitz,integer,events,"Defensive fouls drawn by the player on picks where he was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_pass_vs_blitz,Screener - Passes (vs Blitz),Playmaking,Screener,Defensive coverage,vs Blitz,integer,events,"Passes made out of the pick action by the player as the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball), whether or not they led to a shot."
picks_offense,screener_block_vs_blitz,Screener - Shots Blocked (vs Blitz),Outcome,Screener,Defensive coverage,vs Blitz,integer,events,"Shots by the player that were blocked on picks where he was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_successful_pick_vs_blitz,Screener - Successful Picks (vs Blitz),Outcome,Screener,Defensive coverage,vs Blitz,integer,events,"Picks classified as successful for the offence (advantage created: separation, downhill drive, open shot or scoring chance) where the player was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_unsuccessful_pick_vs_blitz,Screener - Unsuccessful Picks (vs Blitz),Outcome,Screener,Defensive coverage,vs Blitz,integer,events,"Picks classified as unsuccessful for the offence (no advantage created) where the player was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_assist_opportunity_vs_blitz,Screener - Assist Opportunities (vs Blitz),Playmaking,Screener,Defensive coverage,vs Blitz,integer,events,"Passes out of the pick that created a shot attempt for a teammate, whether or not the shot went in, where the player was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_shot_taken_vs_blitz,Screener - Picks Ending in a Shot (vs Blitz),Outcome,Screener,Defensive coverage,vs Blitz,integer,events,"Picks that ended with a shot attempt by the player himself as the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_only_pass_pick_vs_blitz,Screener - Pass-Only Picks (vs Blitz),Outcome,Screener,Defensive coverage,vs Blitz,integer,events,"Picks where the player as the player setting the on-ball screen only passed the ball out of the action, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball), without shooting or turning it over."
picks_offense,screener_no_outcome_pick_vs_blitz,Screener - No-Outcome Picks (vs Blitz),Outcome,Screener,Defensive coverage,vs Blitz,integer,events,"Picks that produced no direct outcome (no shot, pass, turnover or foul attributable to the action) where the player was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball). Note: this column is 0 for every player in this release."
picks_offense,screener_assist_2pt_vs_blitz,Screener - Assists to 2PT (vs Blitz),Playmaking,Screener,Defensive coverage,vs Blitz,integer,events,"Assists leading to a made two-pointer out of picks where the player was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_assist_3pt_vs_blitz,Screener - Assists to 3PT (vs Blitz),Playmaking,Screener,Defensive coverage,vs Blitz,integer,events,"Assists leading to a made three-pointer out of picks where the player was the player setting the on-ball screen, restricted to picks where the defence blitzes / traps the ball handler (two defenders hard on the ball)."
picks_offense,screener_picks_vs_ice,Screener - Picks (vs Ice),Volume,Screener,Defensive coverage,vs Ice,integer,events,"Number of on-ball screens the player was involved in as the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_points_vs_ice,Screener - Points (vs Ice),Scoring,Screener,Defensive coverage,vs Ice,integer,points,"Points generated by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen: his own field goal points plus free throws made plus the points scored by teammates on his assists out of the action. Verified: handler_points = 2*score_2pt + 3*score_3pt + ft_mades_in_pick + 2*assist_2pt + 3*assist_3pt."
picks_offense,screener_score_vs_ice,Screener - Made Shots (vs Ice),Scoring,Screener,Defensive coverage,vs Ice,integer,events,"Number of made field goals by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_miss_vs_ice,Screener - Missed Shots (vs Ice),Scoring,Screener,Defensive coverage,vs Ice,integer,events,"Number of missed field goals by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_score_2pt_vs_ice,Screener - Made 2PT (vs Ice),Scoring,Screener,Defensive coverage,vs Ice,integer,events,"Made two-point field goals out of picks where the player was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_score_3pt_vs_ice,Screener - Made 3PT (vs Ice),Scoring,Screener,Defensive coverage,vs Ice,integer,events,"Made three-point field goals out of picks where the player was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_miss_2pt_vs_ice,Screener - Missed 2PT (vs Ice),Scoring,Screener,Defensive coverage,vs Ice,integer,events,"Missed two-point field goals out of picks where the player was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_miss_3pt_vs_ice,Screener - Missed 3PT (vs Ice),Scoring,Screener,Defensive coverage,vs Ice,integer,events,"Missed three-point field goals out of picks where the player was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_assist_vs_ice,Screener - Assists (vs Ice),Playmaking,Screener,Defensive coverage,vs Ice,integer,events,"Assists delivered by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_turnover_vs_ice,Screener - Turnovers (vs Ice),Outcome,Screener,Defensive coverage,vs Ice,integer,events,"Turnovers committed by the player on picks where he was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_foul_vs_ice,Screener - Fouls Drawn (vs Ice),Outcome,Screener,Defensive coverage,vs Ice,integer,events,"Defensive fouls drawn by the player on picks where he was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_pass_vs_ice,Screener - Passes (vs Ice),Playmaking,Screener,Defensive coverage,vs Ice,integer,events,"Passes made out of the pick action by the player as the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen, whether or not they led to a shot."
picks_offense,screener_block_vs_ice,Screener - Shots Blocked (vs Ice),Outcome,Screener,Defensive coverage,vs Ice,integer,events,"Shots by the player that were blocked on picks where he was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_successful_pick_vs_ice,Screener - Successful Picks (vs Ice),Outcome,Screener,Defensive coverage,vs Ice,integer,events,"Picks classified as successful for the offence (advantage created: separation, downhill drive, open shot or scoring chance) where the player was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_unsuccessful_pick_vs_ice,Screener - Unsuccessful Picks (vs Ice),Outcome,Screener,Defensive coverage,vs Ice,integer,events,"Picks classified as unsuccessful for the offence (no advantage created) where the player was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_assist_opportunity_vs_ice,Screener - Assist Opportunities (vs Ice),Playmaking,Screener,Defensive coverage,vs Ice,integer,events,"Passes out of the pick that created a shot attempt for a teammate, whether or not the shot went in, where the player was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_shot_taken_vs_ice,Screener - Picks Ending in a Shot (vs Ice),Outcome,Screener,Defensive coverage,vs Ice,integer,events,"Picks that ended with a shot attempt by the player himself as the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_only_pass_pick_vs_ice,Screener - Pass-Only Picks (vs Ice),Outcome,Screener,Defensive coverage,vs Ice,integer,events,"Picks where the player as the player setting the on-ball screen only passed the ball out of the action, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen, without shooting or turning it over."
picks_offense,screener_no_outcome_pick_vs_ice,Screener - No-Outcome Picks (vs Ice),Outcome,Screener,Defensive coverage,vs Ice,integer,events,"Picks that produced no direct outcome (no shot, pass, turnover or foul attributable to the action) where the player was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen. Note: this column is 0 for every player in this release."
picks_offense,screener_assist_2pt_vs_ice,Screener - Assists to 2PT (vs Ice),Playmaking,Screener,Defensive coverage,vs Ice,integer,events,"Assists leading to a made two-pointer out of picks where the player was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_assist_3pt_vs_ice,Screener - Assists to 3PT (vs Ice),Playmaking,Screener,Defensive coverage,vs Ice,integer,events,"Assists leading to a made three-pointer out of picks where the player was the player setting the on-ball screen, restricted to picks where the defence ices (down / blue) the screen, forcing the handler to the sideline and away from the screen."
picks_offense,screener_picks_vs_show,Screener - Picks (vs Show),Volume,Screener,Defensive coverage,vs Show,integer,events,"Number of on-ball screens the player was involved in as the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_points_vs_show,Screener - Points (vs Show),Scoring,Screener,Defensive coverage,vs Show,integer,points,"Points generated by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering: his own field goal points plus free throws made plus the points scored by teammates on his assists out of the action. Verified: handler_points = 2*score_2pt + 3*score_3pt + ft_mades_in_pick + 2*assist_2pt + 3*assist_3pt."
picks_offense,screener_score_vs_show,Screener - Made Shots (vs Show),Scoring,Screener,Defensive coverage,vs Show,integer,events,"Number of made field goals by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_miss_vs_show,Screener - Missed Shots (vs Show),Scoring,Screener,Defensive coverage,vs Show,integer,events,"Number of missed field goals by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_score_2pt_vs_show,Screener - Made 2PT (vs Show),Scoring,Screener,Defensive coverage,vs Show,integer,events,"Made two-point field goals out of picks where the player was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_score_3pt_vs_show,Screener - Made 3PT (vs Show),Scoring,Screener,Defensive coverage,vs Show,integer,events,"Made three-point field goals out of picks where the player was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_miss_2pt_vs_show,Screener - Missed 2PT (vs Show),Scoring,Screener,Defensive coverage,vs Show,integer,events,"Missed two-point field goals out of picks where the player was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_miss_3pt_vs_show,Screener - Missed 3PT (vs Show),Scoring,Screener,Defensive coverage,vs Show,integer,events,"Missed three-point field goals out of picks where the player was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_assist_vs_show,Screener - Assists (vs Show),Playmaking,Screener,Defensive coverage,vs Show,integer,events,"Assists delivered by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_turnover_vs_show,Screener - Turnovers (vs Show),Outcome,Screener,Defensive coverage,vs Show,integer,events,"Turnovers committed by the player on picks where he was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_foul_vs_show,Screener - Fouls Drawn (vs Show),Outcome,Screener,Defensive coverage,vs Show,integer,events,"Defensive fouls drawn by the player on picks where he was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_pass_vs_show,Screener - Passes (vs Show),Playmaking,Screener,Defensive coverage,vs Show,integer,events,"Passes made out of the pick action by the player as the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering, whether or not they led to a shot."
picks_offense,screener_block_vs_show,Screener - Shots Blocked (vs Show),Outcome,Screener,Defensive coverage,vs Show,integer,events,"Shots by the player that were blocked on picks where he was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_successful_pick_vs_show,Screener - Successful Picks (vs Show),Outcome,Screener,Defensive coverage,vs Show,integer,events,"Picks classified as successful for the offence (advantage created: separation, downhill drive, open shot or scoring chance) where the player was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_unsuccessful_pick_vs_show,Screener - Unsuccessful Picks (vs Show),Outcome,Screener,Defensive coverage,vs Show,integer,events,"Picks classified as unsuccessful for the offence (no advantage created) where the player was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_assist_opportunity_vs_show,Screener - Assist Opportunities (vs Show),Playmaking,Screener,Defensive coverage,vs Show,integer,events,"Passes out of the pick that created a shot attempt for a teammate, whether or not the shot went in, where the player was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_shot_taken_vs_show,Screener - Picks Ending in a Shot (vs Show),Outcome,Screener,Defensive coverage,vs Show,integer,events,"Picks that ended with a shot attempt by the player himself as the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_only_pass_pick_vs_show,Screener - Pass-Only Picks (vs Show),Outcome,Screener,Defensive coverage,vs Show,integer,events,"Picks where the player as the player setting the on-ball screen only passed the ball out of the action, restricted to picks where the screener's defender shows / hedges before recovering, without shooting or turning it over."
picks_offense,screener_no_outcome_pick_vs_show,Screener - No-Outcome Picks (vs Show),Outcome,Screener,Defensive coverage,vs Show,integer,events,"Picks that produced no direct outcome (no shot, pass, turnover or foul attributable to the action) where the player was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering. Note: this column is 0 for every player in this release."
picks_offense,screener_assist_2pt_vs_show,Screener - Assists to 2PT (vs Show),Playmaking,Screener,Defensive coverage,vs Show,integer,events,"Assists leading to a made two-pointer out of picks where the player was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_assist_3pt_vs_show,Screener - Assists to 3PT (vs Show),Playmaking,Screener,Defensive coverage,vs Show,integer,events,"Assists leading to a made three-pointer out of picks where the player was the player setting the on-ball screen, restricted to picks where the screener's defender shows / hedges before recovering."
picks_offense,screener_picks_vs_soft,Screener - Picks (vs Soft (Drop)),Volume,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Number of on-ball screens the player was involved in as the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,screener_points_vs_soft,Screener - Points (vs Soft (Drop)),Scoring,Screener,Defensive coverage,vs Soft (Drop),integer,points,"Points generated by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop: his own field goal points plus free throws made plus the points scored by teammates on his assists out of the action. Verified: handler_points = 2*score_2pt + 3*score_3pt + ft_mades_in_pick + 2*assist_2pt + 3*assist_3pt."
picks_offense,screener_score_vs_soft,Screener - Made Shots (vs Soft (Drop)),Scoring,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Number of made field goals by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,screener_miss_vs_soft,Screener - Missed Shots (vs Soft (Drop)),Scoring,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Number of missed field goals by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,screener_score_2pt_vs_soft,Screener - Made 2PT (vs Soft (Drop)),Scoring,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Made two-point field goals out of picks where the player was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,screener_score_3pt_vs_soft,Screener - Made 3PT (vs Soft (Drop)),Scoring,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Made three-point field goals out of picks where the player was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,screener_miss_2pt_vs_soft,Screener - Missed 2PT (vs Soft (Drop)),Scoring,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Missed two-point field goals out of picks where the player was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,screener_miss_3pt_vs_soft,Screener - Missed 3PT (vs Soft (Drop)),Scoring,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Missed three-point field goals out of picks where the player was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,screener_assist_vs_soft,Screener - Assists (vs Soft (Drop)),Playmaking,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Assists delivered by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,screener_turnover_vs_soft,Screener - Turnovers (vs Soft (Drop)),Outcome,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Turnovers committed by the player on picks where he was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,screener_foul_vs_soft,Screener - Fouls Drawn (vs Soft (Drop)),Outcome,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Defensive fouls drawn by the player on picks where he was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,screener_pass_vs_soft,Screener - Passes (vs Soft (Drop)),Playmaking,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Passes made out of the pick action by the player as the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop, whether or not they led to a shot."
picks_offense,screener_block_vs_soft,Screener - Shots Blocked (vs Soft (Drop)),Outcome,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Shots by the player that were blocked on picks where he was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,screener_successful_pick_vs_soft,Screener - Successful Picks (vs Soft (Drop)),Outcome,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Picks classified as successful for the offence (advantage created: separation, downhill drive, open shot or scoring chance) where the player was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,screener_unsuccessful_pick_vs_soft,Screener - Unsuccessful Picks (vs Soft (Drop)),Outcome,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Picks classified as unsuccessful for the offence (no advantage created) where the player was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,screener_assist_opportunity_vs_soft,Screener - Assist Opportunities (vs Soft (Drop)),Playmaking,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Passes out of the pick that created a shot attempt for a teammate, whether or not the shot went in, where the player was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,screener_shot_taken_vs_soft,Screener - Picks Ending in a Shot (vs Soft (Drop)),Outcome,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Picks that ended with a shot attempt by the player himself as the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,screener_only_pass_pick_vs_soft,Screener - Pass-Only Picks (vs Soft (Drop)),Outcome,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Picks where the player as the player setting the on-ball screen only passed the ball out of the action, restricted to picks where the screener's defender plays a soft coverage / drop, without shooting or turning it over."
picks_offense,screener_no_outcome_pick_vs_soft,Screener - No-Outcome Picks (vs Soft (Drop)),Outcome,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Picks that produced no direct outcome (no shot, pass, turnover or foul attributable to the action) where the player was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop. Note: this column is 0 for every player in this release."
picks_offense,screener_assist_2pt_vs_soft,Screener - Assists to 2PT (vs Soft (Drop)),Playmaking,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Assists leading to a made two-pointer out of picks where the player was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,screener_assist_3pt_vs_soft,Screener - Assists to 3PT (vs Soft (Drop)),Playmaking,Screener,Defensive coverage,vs Soft (Drop),integer,events,"Assists leading to a made three-pointer out of picks where the player was the player setting the on-ball screen, restricted to picks where the screener's defender plays a soft coverage / drop."
picks_offense,handler_picks_at_middle,Ball Handler - Picks (Middle),Volume,Ball Handler,Court location,Middle,integer,events,"Number of on-ball screens the player was involved in as the ball handler using the on-ball screen, restricted to picks where the screen is set at the top / middle of the floor."
picks_offense,handler_points_at_middle,Ball Handler - Points (Middle),Scoring,Ball Handler,Court location,Middle,integer,points,"Points generated by the player out of picks where he was the ball handler using the on-ball screen, restricted to picks where the screen is set at the top / middle of the floor: his own field goal points plus free throws made plus the points scored by teammates on his assists out of the action. Verified: handler_points = 2*score_2pt + 3*score_3pt + ft_mades_in_pick + 2*assist_2pt + 3*assist_3pt."
picks_offense,handler_score_at_middle,Ball Handler - Made Shots (Middle),Scoring,Ball Handler,Court location,Middle,integer,events,"Number of made field goals by the player out of picks where he was the ball handler using the on-ball screen, restricted to picks where the screen is set at the top / middle of the floor."
picks_offense,handler_miss_at_middle,Ball Handler - Missed Shots (Middle),Scoring,Ball Handler,Court location,Middle,integer,events,"Number of missed field goals by the player out of picks where he was the ball handler using the on-ball screen, restricted to picks where the screen is set at the top / middle of the floor."
picks_offense,handler_assist_at_middle,Ball Handler - Assists (Middle),Playmaking,Ball Handler,Court location,Middle,integer,events,"Assists delivered by the player out of picks where he was the ball handler using the on-ball screen, restricted to picks where the screen is set at the top / middle of the floor."
picks_offense,handler_turnover_at_middle,Ball Handler - Turnovers (Middle),Outcome,Ball Handler,Court location,Middle,integer,events,"Turnovers committed by the player on picks where he was the ball handler using the on-ball screen, restricted to picks where the screen is set at the top / middle of the floor."
picks_offense,handler_picks_at_stepUp,Ball Handler - Picks (Step Up),Volume,Ball Handler,Court location,Step Up,integer,events,"Number of on-ball screens the player was involved in as the ball handler using the on-ball screen, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline)."
picks_offense,handler_points_at_stepUp,Ball Handler - Points (Step Up),Scoring,Ball Handler,Court location,Step Up,integer,points,"Points generated by the player out of picks where he was the ball handler using the on-ball screen, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline): his own field goal points plus free throws made plus the points scored by teammates on his assists out of the action. Verified: handler_points = 2*score_2pt + 3*score_3pt + ft_mades_in_pick + 2*assist_2pt + 3*assist_3pt."
picks_offense,handler_score_at_stepUp,Ball Handler - Made Shots (Step Up),Scoring,Ball Handler,Court location,Step Up,integer,events,"Number of made field goals by the player out of picks where he was the ball handler using the on-ball screen, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline)."
picks_offense,handler_miss_at_stepUp,Ball Handler - Missed Shots (Step Up),Scoring,Ball Handler,Court location,Step Up,integer,events,"Number of missed field goals by the player out of picks where he was the ball handler using the on-ball screen, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline)."
